,Soil_type,Crop,N,P,K,temperature,humidity,ph,rainfall,label
116,alluvial,cotton,135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
117,alluvial,cotton,100,46,18,24.18586246,76.04203958,6.4316895060000006,69.08056728,cotton
118,alluvial,cotton,123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton
119,alluvial,cotton,117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton
120,alluvial,cotton,121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
121,alluvial,cotton,101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton
122,alluvial,cotton,107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
123,alluvial,cotton,100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
124,alluvial,cotton,125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
125,alluvial,cotton,105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
126,alluvial,cotton,102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
127,alluvial,cotton,131,49,22,25.49848236,79.9751579,7.306918817000001,67.05961949,cotton
128,alluvial,cotton,139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
129,alluvial,cotton,108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
130,alluvial,cotton,118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
131,alluvial,cotton,107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
132,alluvial,cotton,125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton
133,alluvial,cotton,113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton
134,alluvial,cotton,131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton
135,alluvial,cotton,115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
136,alluvial,cotton,113,38,25,22.00085141,79.47270984,7.388265887999999,90.42224164,cotton
137,alluvial,cotton,111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
138,alluvial,cotton,111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
139,alluvial,cotton,122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
140,alluvial,cotton,108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
141,alluvial,cotton,132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton
142,alluvial,cotton,103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
143,alluvial,cotton,133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton
144,alluvial,cotton,127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
145,alluvial,cotton,110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton
146,alluvial,cotton,131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton
147,alluvial,cotton,108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton
148,alluvial,cotton,122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
149,alluvial,cotton,111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
150,alluvial,cotton,140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton
151,alluvial,cotton,100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
152,alluvial,cotton,123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
153,alluvial,cotton,107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton
154,alluvial,cotton,118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
155,alluvial,cotton,103,51,20,22.80213132,84.14668447,7.0466074339999984,91.6389565,cotton
156,alluvial,cotton,133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
157,alluvial,cotton,129,47,20,24.41212325,80.80343786,6.281913857999999,98.60457373,cotton
158,alluvial,cotton,116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
159,alluvial,cotton,114,40,23,25.53676123,81.13668716,6.7539780610000015,95.4262599,cotton
160,alluvial,cotton,131,60,17,25.32023717,81.79475917,7.4250413160000015,83.46532547,cotton
161,alluvial,cotton,107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
162,alluvial,cotton,123,44,21,25.78544484,75.00539324,7.6411165689999985,91.39578861,cotton
163,alluvial,cotton,112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
164,alluvial,cotton,119,44,15,22.14593688,82.85975490000001,7.091992365,60.65381719,cotton
165,alluvial,cotton,130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
166,alluvial,cotton,127,53,24,22.21506982,76.17851932,6.127939627999999,70.40557612,cotton
167,alluvial,cotton,134,52,18,23.9643129,76.59175937,7.994679507000001,76.13090645,cotton
168,alluvial,cotton,109,36,18,25.40059227,76.53237965,7.524707577,62.51388670000001,cotton
169,alluvial,cotton,100,48,17,23.7805123,83.03878838,7.827877817999999,66.26555904,cotton
170,alluvial,cotton,132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
171,alluvial,cotton,102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
172,alluvial,cotton,111,39,22,22.60361557,80.35090459999998,6.135025006,88.57395505,cotton
173,alluvial,cotton,117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
174,alluvial,cotton,136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
175,alluvial,cotton,134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton
176,alluvial,cotton,112,54,15,25.46228792,81.56641891,6.1754923060000015,76.88582484,cotton
177,alluvial,cotton,105,56,15,25.96779712,81.97904282,7.272316208999999,74.14169043,cotton
178,alluvial,cotton,140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
179,alluvial,cotton,126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
180,alluvial,cotton,106,49,24,23.03887865,76.47039772,6.983395572999999,90.64770699,cotton
181,alluvial,cotton,121,53,19,23.51308653,76.72621429,7.976889497999999,80.11272117,cotton
182,alluvial,cotton,108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
183,alluvial,cotton,116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
184,alluvial,cotton,100,52,19,23.45969093,82.44777468,7.903528672999999,93.50153555,cotton
185,alluvial,cotton,129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton
186,alluvial,cotton,118,44,23,22.08458267,82.82904143,6.6916904760000016,67.06459777,cotton
187,alluvial,cotton,117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
188,alluvial,cotton,126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton
189,alluvial,cotton,120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton
190,alluvial,cotton,102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton
191,alluvial,cotton,131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton
192,alluvial,cotton,114,40,17,24.32630461,80.13456404,6.363406102000001,69.45072055,cotton
193,alluvial,cotton,101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton
194,alluvial,cotton,106,46,20,23.43821725,78.63388824,6.2006719760000015,81.15072105,cotton
195,alluvial,cotton,113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
196,alluvial,cotton,102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
197,alluvial,cotton,110,39,18,24.54795322,75.39752705,7.766259768999999,63.88079866,cotton
198,alluvial,cotton,107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton
199,alluvial,cotton,120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton
200,black,cotton,133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
201,black,cotton,136,36,20,23.09595631,84.86275707,6.925412377000001,71.29581071,cotton
202,black,cotton,104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
203,black,cotton,133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton
204,black,cotton,126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
205,black,cotton,126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,cotton
206,black,cotton,113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
207,black,cotton,121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
208,black,cotton,121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,cotton
209,black,cotton,129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton
210,black,cotton,107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton
211,black,cotton,122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton
212,black,cotton,140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton
213,black,cotton,102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton
214,black,cotton,111,40,25,24.48469200000001,84.44932014,6.1874557989999985,90.94342484,cotton
215,black,cotton,131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,cotton
216,black,cotton,135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
217,black,cotton,100,46,18,24.18586246,76.04203958,6.4316895060000006,69.08056728,cotton
218,black,cotton,123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton
219,black,cotton,117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton
220,black,cotton,121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton
221,black,cotton,101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton
222,black,cotton,107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton
223,black,cotton,100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton
224,black,cotton,125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton
225,black,cotton,105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
226,black,cotton,102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
227,black,cotton,131,49,22,25.49848236,79.9751579,7.306918817000001,67.05961949,cotton
228,black,cotton,139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
229,black,cotton,108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
230,black,cotton,118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
231,black,cotton,107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
232,black,cotton,125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton
233,black,cotton,113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton
234,black,cotton,131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton
235,black,cotton,115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
236,black,cotton,113,38,25,22.00085141,79.47270984,7.388265887999999,90.42224164,cotton
237,black,cotton,111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
238,black,cotton,111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
239,black,cotton,122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
240,black,cotton,108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
241,black,cotton,132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton
242,black,cotton,103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
243,black,cotton,133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton
244,black,cotton,127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton
245,black,cotton,110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton
246,black,cotton,131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton
247,black,cotton,108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton
248,black,cotton,122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
249,black,cotton,111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
250,black,cotton,140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton
251,black,cotton,100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
252,black,cotton,123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
253,black,cotton,107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton
254,black,cotton,118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
255,black,cotton,103,51,20,22.80213132,84.14668447,7.0466074339999984,91.6389565,cotton
256,black,cotton,133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
257,black,cotton,129,47,20,24.41212325,80.80343786,6.281913857999999,98.60457373,cotton
258,black,cotton,116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
259,black,cotton,114,40,23,25.53676123,81.13668716,6.7539780610000015,95.4262599,cotton
260,black,cotton,131,60,17,25.32023717,81.79475917,7.4250413160000015,83.46532547,cotton
261,black,cotton,107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
262,black,cotton,123,44,21,25.78544484,75.00539324,7.6411165689999985,91.39578861,cotton
263,black,cotton,112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton
264,black,cotton,119,44,15,22.14593688,82.85975490000001,7.091992365,60.65381719,cotton
265,black,cotton,130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
266,black,cotton,127,53,24,22.21506982,76.17851932,6.127939627999999,70.40557612,cotton
267,black,cotton,134,52,18,23.9643129,76.59175937,7.994679507000001,76.13090645,cotton
268,black,cotton,109,36,18,25.40059227,76.53237965,7.524707577,62.51388670000001,cotton
269,black,cotton,100,48,17,23.7805123,83.03878838,7.827877817999999,66.26555904,cotton
270,black,cotton,132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
271,black,cotton,102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
272,black,cotton,111,39,22,22.60361557,80.35090459999998,6.135025006,88.57395505,cotton
273,black,cotton,117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
274,black,cotton,136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
275,black,cotton,134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton
276,black,cotton,112,54,15,25.46228792,81.56641891,6.1754923060000015,76.88582484,cotton
277,black,cotton,105,56,15,25.96779712,81.97904282,7.272316208999999,74.14169043,cotton
278,black,cotton,140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
279,black,cotton,126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
280,black,cotton,106,49,24,23.03887865,76.47039772,6.983395572999999,90.64770699,cotton
281,black,cotton,121,53,19,23.51308653,76.72621429,7.976889497999999,80.11272117,cotton
282,black,cotton,108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
283,black,cotton,116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
284,black,cotton,100,52,19,23.45969093,82.44777468,7.903528672999999,93.50153555,cotton
285,black,cotton,129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton
286,black,cotton,118,44,23,22.08458267,82.82904143,6.6916904760000016,67.06459777,cotton
287,black,cotton,117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
288,black,cotton,126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton
289,black,cotton,120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton
290,black,cotton,102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton
291,black,cotton,131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton
292,black,cotton,114,40,17,24.32630461,80.13456404,6.363406102000001,69.45072055,cotton
293,black,cotton,101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton
294,black,cotton,106,46,20,23.43821725,78.63388824,6.2006719760000015,81.15072105,cotton
295,black,cotton,113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
296,black,cotton,102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
297,black,cotton,110,39,18,24.54795322,75.39752705,7.766259768999999,63.88079866,cotton
298,black,cotton,107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton
299,black,cotton,120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton
300,black,cotton,133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
301,black,cotton,136,36,20,23.09595631,84.86275707,6.925412377000001,71.29581071,cotton
302,black,cotton,104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
303,black,cotton,133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton
304,black,cotton,126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
305,black,cotton,126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,cotton
306,black,cotton,113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
307,black,cotton,121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
308,black,cotton,121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,cotton
309,black,cotton,129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton
310,black,cotton,107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton
